,Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,ISRC,Added By,Added At,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Album Genres,Label,Copyrights,Album Release Year
30,spotify:track:4oX4WNqPhgKQrl5W4tdt7V,Its Alright,spotify:artist:5EkpFNNGJTnndTQLzqTFut,Deni Hines,spotify:album:7IgYFMrRiybuW2T85jklrC,Delicious,spotify:artist:5EkpFNNGJTnndTQLzqTFut,Deni Hines,2002,https://i.scdn.co/image/ab67616d0000b273330f98c991dc1d9788db5119,1,1,213360,https://p.scdn.co/mp3-preview/1e9a3084e727911ed65417969a25ec016a41aa81?cid=9950ac751e34487dbbe027c4fd7f8e99,False,44,AUMU00200882,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"australian dance,australian pop",0.66,0.88,11.0,-5.338,1.0,0.0375,0.0808,3.48e-06,0.15,0.862,103.395,4.0,,WM Australia,"C © 2002 Mushroom Records, P ℗ 2002 Mushroom Records",2002
34,spotify:track:6oDPg7fXW3Ug3KmbafrXzA,Wrecking Ball,spotify:artist:5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,spotify:album:1aUeYy0hXu0KBuJ5To0hS0,Wrecking Ball,spotify:artist:5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,2013-08-25,https://i.scdn.co/image/ab67616d0000b2733889f04c48f6bf57649c282c,1,1,223240,,False,0,USRC11301214,spotify:user:bradnumber1,2021-08-08T09:26:31Z,pop,0.466,0.403,5.0,-6.142,1.0,0.0337,0.395,0.0,0.111,0.337,119.81,4.0,,RCA Records Label,"P (P) 2013 RCA Records, a division of Sony Music Entertainment",2013
35,spotify:track:1PZ5mBtpRXZj8aMgQQYcro,Deep End,spotify:artist:2WX2uTcsvV5OnS0inACecP,Birdy,spotify:album:2uNFpEVey5RsxzTdoDmjiz,Beautiful Lies (Deluxe),spotify:artist:2WX2uTcsvV5OnS0inACecP,Birdy,2016-03-25,https://i.scdn.co/image/ab67616d0000b27392121265e6db1e410533136d,1,4,208840,https://p.scdn.co/mp3-preview/3a00988da9b5535ea3edb406b4997a17a92cd3b8?cid=9950ac751e34487dbbe027c4fd7f8e99,False,35,GBAHS1600022,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"neo mellow,uk pop",0.455,0.296,2.0,-8.513,1.0,0.0399,0.761,0.0,0.0783,0.31,171.744,4.0,,Atlantic Records UK,"C © 2016 Jasmine Van Den Bogaerde under exclusive licence to Atlantic Records UK, a Warner Music Group company, P ℗ 2016 Jasmine Van Den Bogaerde under exclusive licence to Atlantic Records UK, a Warner Music Group company",2016
36,spotify:track:4bT2zLVv2T4GiK9q9KtI0v,Stay The Night - Featuring Hayley Williams Of Paramore,"spotify:artist:2qxJFvFYMEDqd7ui6kSAcq, spotify:artist:6Rx1JKzBrSzoKQtmbVmBnM","Zedd, Hayley Williams",spotify:album:7iC7iQaeRrG33H6VInfl00,Clarity (Deluxe),spotify:artist:2qxJFvFYMEDqd7ui6kSAcq,Zedd,2014-01-01,https://i.scdn.co/image/ab67616d0000b27339667b8510033317b3553ca4,1,11,217346,https://p.scdn.co/mp3-preview/a00d28f38102e5ab39bcfa66d4a912ad9808701a?cid=9950ac751e34487dbbe027c4fd7f8e99,False,67,USUM71311478,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"complextro,edm,german techno,pop,pop dance,art pop",0.596,0.738,8.0,-3.109,1.0,0.0411,0.109,0.0,0.0947,0.461,127.961,4.0,,Interscope,"C © 2014 Interscope Records, P ℗ 2014 Interscope Records",2014
42,spotify:track:1kpbM1hlD3sQ2rDKbe2guE,Regardless,"spotify:artist:23IZADrJHPStZ6aMxJVq3s, spotify:artist:4gZRt9wlRx1IsxT9glJdrc","Jarryd James, Julia Stone",spotify:album:4kZKz4ZQCnuKWV6MqOR2H2,Thirty One,spotify:artist:23IZADrJHPStZ6aMxJVq3s,Jarryd James,2015-09-11,https://i.scdn.co/image/ab67616d0000b2738819357f0210af47c90a4682,1,6,273493,https://p.scdn.co/mp3-preview/026c34f6017a004ded2d05abe830509f126f1842?cid=9950ac751e34487dbbe027c4fd7f8e99,False,30,AUUM71500874,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"australian alternative pop,australian r&b,australian singer-songwriter",0.672,0.393,9.0,-8.739,0.0,0.0477,0.551,1.05e-05,0.105,0.319,130.086,4.0,,Universal Music Australia (Distribution),"C © 2015 Dryden Street Ltd, P ℗ 2015 Dryden Street Ltd",2015
45,spotify:track:4SyowQi18ym4zJGJDBnsTj,You Know I'm No Good,spotify:artist:6Q192DXotxtaysaqNPy5yR,Amy Winehouse,spotify:album:6GJCGWfI95aeRsdtVB52vc,Back To Black,spotify:artist:6Q192DXotxtaysaqNPy5yR,Amy Winehouse,2006-01-01,https://i.scdn.co/image/ab67616d0000b2734b6583b0a1505e40779faec6,1,2,256946,,False,0,GBUM70603488,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"british soul,neo soul",0.705,0.806,9.0,-3.607,1.0,0.0309,0.0132,0.00428,0.0701,0.734,103.383,4.0,,Universal Music Group,"C © 2006 Universal Island Records Ltd. A Universal Music Company., P ℗ 2006 Universal Island Records Ltd. A Universal Music Company.",2006
46,spotify:track:56qykFnmErHuUzt7FwAlAc,Turn Around (feat. Ne-Yo),"spotify:artist:6mU8ucezzms5I2kNH6HNlu, spotify:artist:21E3waRsmPlU7jZsS13rcj","Conor Maynard, Ne-Yo",spotify:album:5hLWqk2l9tsRN0zICJBxsQ,Turn Around (feat. Ne-Yo),spotify:artist:6mU8ucezzms5I2kNH6HNlu,Conor Maynard,2012-10-05,https://i.scdn.co/image/ab67616d0000b27320d241ea81f6d5b40b35d860,1,1,232385,https://p.scdn.co/mp3-preview/780a5d3812d4aa347cc33d0671a691337be91fcf?cid=9950ac751e34487dbbe027c4fd7f8e99,False,31,GBAYE1201089,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"post-teen pop,uk pop,viral pop,dance pop,pop,r&b,urban contemporary",0.59,0.874,6.0,-2.583,0.0,0.0263,0.0179,6.46e-06,0.134,0.607,125.018,4.0,,Parlophone UK,"C © 2012 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 2012 Parlophone Records Ltd, a Warner Music Group Company",2012
47,spotify:track:1Jrn6agPxzgRMh4SKfLz7A,Morning After Dark (Featuring Nelly Furtado & SoShy),spotify:artist:5Y5TRrQiqgUO4S36tzjIRZ,Timbaland,spotify:album:0oLeI4xFJnOBMbQJH6TgEs,Shock Value II (International Deluxe version),spotify:artist:5Y5TRrQiqgUO4S36tzjIRZ,Timbaland,2009-01-01,https://i.scdn.co/image/ab67616d0000b2737e00fd13c89c5eadf130e951,1,8,231960,,False,0,USUM70907072,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop,pop rap",0.734,0.927,8.0,-4.244,0.0,0.042,0.076,0.00134,0.0465,0.901,118.039,4.0,,Universal Music Group,"C © 2009 Blackground Records/Interscope Records, P ℗ 2009 Blackground Records/Interscope Records",2009
48,spotify:track:1qk9ujVgudgU8CyhKOx8ji,Somebody That I Used To Know,"spotify:artist:2AsusXITU8P25dlRNhcAbG, spotify:artist:6hk7Yq1DU9QcCCrz9uc0Ti","Gotye, Kimbra",spotify:album:6EMxWaM803hd4sPsJ6PkcA,Making Mirrors,spotify:artist:2AsusXITU8P25dlRNhcAbG,Gotye,2011-01-01,https://i.scdn.co/image/ab67616d0000b2731ba0ff466c68a0977a0039bc,1,3,244893,https://p.scdn.co/mp3-preview/8721423c664c8ec64df22cd2a85711437431a98c?cid=9950ac751e34487dbbe027c4fd7f8e99,False,67,AUZS21100040,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"australian pop,bergen indie,electropop,nz pop",0.864,0.515,0.0,-6.967,1.0,0.0367,0.571,7.92e-05,0.0947,0.755,129.048,4.0,,Universal Music Australia Pty. Ltd.,"C © 2011 Samples 'n' Seconds Records, under exclusive license to Eleven: A Music Company. Distributed in Australia by Universal Music Australia Pty Ltd under exclusive license, P ℗ 2011 Samples 'n' Seconds Records, under exclusive license to Eleven: A Music Company. Distributed in Australia by Universal Music Australia Pty Ltd under exclusive license",2011
51,spotify:track:5jWZR3cKUChstrHpNnTPCS,You Are The Sunshine Of My Life,spotify:artist:7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,spotify:album:5x7vXXWapy8cUmdSuwpUy1,Number 1's,spotify:artist:7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,2007-01-01,https://i.scdn.co/image/ab67616d0000b27367daf4d855cb184bb2e98a58,1,6,177306,,False,0,USMO17282852,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"motown,soul",0.471,0.574,11.0,-11.266,1.0,0.0509,0.802,2.55e-06,0.0931,0.661,131.892,4.0,,Universal Strategic Marketing,"C © 2007 Motown Records, a Division of UMG Recordings, Inc., P ℗ 2007 Motown Records, a Division of UMG Recordings, Inc.",2007
52,spotify:track:1mXVgsBdtIVeCLJnSnmtdV,Too Good At Goodbyes,spotify:artist:2wY79sveU1sp5g7SokKOiI,Sam Smith,spotify:album:3TJz2UBNYJtlEly0sPeNrQ,The Thrill Of It All (Special Edition),spotify:artist:2wY79sveU1sp5g7SokKOiI,Sam Smith,2017-11-03,https://i.scdn.co/image/ab67616d0000b273005cd7d0ae87b081601f6cca,1,1,201000,https://p.scdn.co/mp3-preview/2e2100af8cd386f628684caafb50662b67656de0?cid=9950ac751e34487dbbe027c4fd7f8e99,False,87,GBUM71704089,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"pop,uk pop",0.681,0.372,5.0,-8.237,1.0,0.0432,0.64,0.0,0.169,0.476,91.873,4.0,,Capitol,"C © 2017 Universal Music Operations Limited, P ℗ 2017 Universal Music Operations Limited",2017
54,spotify:track:4UMTp91LHhvW33ol9ZQH0Q,We Made You,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Eminem,spotify:album:7MZzYkbHL9Tk3O6WeD4Z0Z,Relapse: Refill,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Eminem,2009-05-15,https://i.scdn.co/image/ab67616d0000b273506c4cc93e5a6234164125e1,1,9,269613,https://p.scdn.co/mp3-preview/fab146bc463de01395b2168ac9de034c46070c89?cid=9950ac751e34487dbbe027c4fd7f8e99,False,66,USUM70965164,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"detroit hip hop,hip hop,rap",0.924,0.853,2.0,-1.203,1.0,0.0792,0.107,1.45e-06,0.129,0.67,114.003,4.0,,Aftermath,"C © 2009 Aftermath Records, P ℗ 2009 Aftermath Records",2009
55,spotify:track:6FmtB3SLE6eqb24VfMnH4z,Round Round,spotify:artist:7rZNSLWMjTbwdLNskFbzFf,Sugababes,spotify:album:38oLAYrpyuLO8RchXHUzyz,Angels With Dirty Faces (International version),spotify:artist:7rZNSLWMjTbwdLNskFbzFf,Sugababes,2002-01-01,https://i.scdn.co/image/ab67616d0000b273571a0110e7bc2452980c5f8d,1,3,237053,,False,0,GBAAN0201114,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,europop,girl group,talent show",0.735,0.859,6.0,-3.845,0.0,0.0346,0.00289,3.95e-06,0.111,0.758,126.587,4.0,,Island Records,"C © 2002 Universal Island Records Ltd. A Universal Music Company., P ℗ 2002 Universal Island Records Ltd. A Universal Music Company.",2002
56,spotify:track:1lItf5ZXJc1by9SbPeljFd,Juju on That Beat (TZ Anthem),"spotify:artist:7nKeLE1toRtW4M279iS26h, spotify:artist:5AsWcQXw4RJFRWBbwa0ti0","Zay Hilfigerrr, Zayion McCall",spotify:album:5sQTfUX9uSwfCtPiYGO20V,Juju on That Beat (TZ Anthem),"spotify:artist:7nKeLE1toRtW4M279iS26h, spotify:artist:5AsWcQXw4RJFRWBbwa0ti0","Zay Hilfigerrr, Zayion McCall",2016-09-30,https://i.scdn.co/image/ab67616d0000b273186678fe32d915298c28d576,1,1,144244,https://p.scdn.co/mp3-preview/69045952c8eea22dbb74b62ab8a404c92e6f14fe?cid=9950ac751e34487dbbe027c4fd7f8e99,False,61,USAT21602928,spotify:user:bradnumber1,2021-08-08T09:26:31Z,viral trap,0.807,0.887,1.0,-3.892,1.0,0.275,0.00381,0.0,0.391,0.78,160.517,4.0,,"Tha Lights Global, INC/Atlantic Recording Corp","C © 2016 Tha Lights Global, INC / Atlantic Recording Corporation, P ℗ 2016 Tha Lights Global, INC / Atlantic Recording Corporation",2016
57,spotify:track:0WfKDYeUAoLA3vdvLKKWMW,Poker Face,spotify:artist:1HY2Jd0NmPuamShAr6KMms,Lady Gaga,spotify:album:2FBA8NCSuQNi8jaR2Xjbal,The Fame,spotify:artist:1HY2Jd0NmPuamShAr6KMms,Lady Gaga,2008-01-01,https://i.scdn.co/image/ab67616d0000b273eb8bbcc15130ec9f01aa204c,1,4,237200,,False,0,USUM70824409,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"art pop,dance pop,pop",0.851,0.806,4.0,-4.618,1.0,0.0786,0.12,1.33e-06,0.121,0.776,119.001,4.0,,Streamline/Interscope,"C © 2008 Interscope Records, P ℗ 2008 Interscope Records",2008
59,spotify:track:2RMeGXGofxpGolBUyvTnZf,The Wild Colonial Boy,spotify:artist:2Mhi3jfuRSdbVZPdjqsnnN,Dr. Hook,spotify:album:4z6lzPnxVfkCibGIbPuIuu,Timeless,spotify:artist:2Mhi3jfuRSdbVZPdjqsnnN,Dr. Hook,2015-04-17,https://i.scdn.co/image/ab67616d0000b273eff2b78ab68ae2e8bd8655b3,1,41,266669,https://p.scdn.co/mp3-preview/08c5899fbcd95e4a82eaa726b61abee1979b3d2e?cid=9950ac751e34487dbbe027c4fd7f8e99,False,19,GBUM71302541,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"country rock,mellow gold,soft rock",0.448,0.312,1.0,-14.926,1.0,0.0552,0.84,3.8e-06,0.0848,0.403,158.27,3.0,,Universal Music Australia Pty. Ltd.,"C © 2015 Universal Music Australia Pty Ltd., P This Compilation ℗ 2015 Universal Music Australia Pty Ltd.",2015
60,spotify:track:6j4cO3gMhTuG9GTmdUX7op,You Talk Too Much,spotify:artist:25q0j1r1m5UM8GwFPLcopw,Joe Jones,spotify:album:4JDH8EfRq4DZNqkY42IW8Y,You Talk Too Much - The Best Of,spotify:artist:25q0j1r1m5UM8GwFPLcopw,Joe Jones,2010-07-01,https://i.scdn.co/image/ab67616d0000b27310b07269f1bfc2305f1472c7,1,1,152706,https://p.scdn.co/mp3-preview/fb7c8f04b961f704450f6e24892fd80f389e0bfc?cid=9950ac751e34487dbbe027c4fd7f8e99,False,13,USA561018172,spotify:user:bradnumber1,2021-08-08T09:26:31Z,novelty,0.719,0.639,8.0,-9.229,1.0,0.0376,0.797,1.43e-05,0.075,0.727,128.272,1.0,,Brownbeats Records,"C (C) 2010 Goldenlane Records, P (P) 2010 Goldenlane Records",2010
61,spotify:track:2YGFjCtEo5hhNutCO8RdQf,Can't Get Enough Of You Baby,spotify:artist:2iEvnFsWxR0Syqu2JNopAd,Smash Mouth,spotify:album:44zMHQz2GkFUEifL4DuDNY,All Star Smash Hits,spotify:artist:2iEvnFsWxR0Syqu2JNopAd,Smash Mouth,2005-01-01,https://i.scdn.co/image/ab67616d0000b2730ce3b69f5e3f67cebe3ed3c1,1,10,151106,,False,0,USIR19902230,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"pop rock,post-grunge",0.662,0.891,6.0,-4.65,1.0,0.0291,0.0128,0.0,0.448,0.823,123.728,4.0,,Universal Music Group,"C © 2005 Interscope Records, P ℗ 2005 Interscope Records",2005
62,spotify:track:1Co9NGodpCCvWuIfe0PzIS,One In A Million,"spotify:artist:1fTCSmuwhEaa6J6Hjq8xmi, spotify:artist:28w7CgAcq1WLbkQfz795SN","Jordie Ireland, Ava Hayz",spotify:album:68SzmgbXOVkYdNvvt6lpRW,One In A Million,spotify:artist:1fTCSmuwhEaa6J6Hjq8xmi,Jordie Ireland,2018-05-04,https://i.scdn.co/image/ab67616d0000b273407da20b8c124dbf6eddc7e1,1,1,178424,https://p.scdn.co/mp3-preview/c1d3ddc5ede970d8eeab75ab97bb134099e95504?cid=9950ac751e34487dbbe027c4fd7f8e99,False,27,AUUM71800336,spotify:user:bradnumber1,2021-08-08T09:26:31Z,,0.748,0.551,5.0,-5.772,1.0,0.0907,0.327,1.43e-05,0.096,0.334,104.175,4.0,,Universal Music Australia Pty. Ltd.,"C © 2018 Jordie Ireland, under exclusive license to Universal Music Australia, P ℗ 2018 Jordie Ireland, under exclusive license to Universal Music Australia",2018
64,spotify:track:76cy1WJvNGJTj78UqeA5zr,IDGAF,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,spotify:album:01sfgrNbnnPUEyz6GZYlt9,Dua Lipa (Deluxe),spotify:artist:6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,2017-06-02,https://i.scdn.co/image/ab67616d0000b2736b915e407b70e121e06fe979,1,5,217946,https://p.scdn.co/mp3-preview/5338a987bfe51f8365bf43b899ecd8a83df83226?cid=9950ac751e34487dbbe027c4fd7f8e99,True,83,GBAHT1600301,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop,uk pop",0.836,0.544,7.0,-5.975,1.0,0.0943,0.0403,0.0,0.0824,0.51,97.028,4.0,,Warner Records,"C © 2017 Dua Lipa Limited under exclusive license to Warner Music UK Limited, P ℗ 2017 Dua Lipa Limited under exclusive license to Warner Music UK Limited. Tracks 3, 6, 7, 8, 9, 13, 14 (P) 2016 Warner Music UK Limited. Tracks 4, 15, 17 (P) 2015 Warner Music UK Limited.",2017
66,spotify:track:5U2m76qAMdr3gXI0g6ptlG,Come & Get It,spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,spotify:album:4MGDyHLc9ctHHiX4wCn1tV,Stars Dance,spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,2013-01-01,https://i.scdn.co/image/ab67616d0000b27397650052269e0a345699bf01,1,5,231986,,False,0,USHR11334422,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"pop,post-teen pop",0.349,0.795,7.0,-4.133,0.0,0.0758,0.0102,0.000138,0.0812,0.542,148.985,1.0,,Universal Music,"C © 2013 Hollywood Records, Inc., P ℗ 2013 Hollywood Records, Inc.",2013
67,spotify:track:0k2GOhqsrxDTAbFFSdNJjT,Temperature,spotify:artist:3Isy6kedDrgPYoTS1dazA9,Sean Paul,spotify:album:32Bu3ETQhR1PFCj3ndDlYf,The Trinity,spotify:artist:3Isy6kedDrgPYoTS1dazA9,Sean Paul,2005-09-26,https://i.scdn.co/image/ab67616d0000b27369ba684e533706bafe248ef3,1,11,218573,https://p.scdn.co/mp3-preview/fd0b2beda757e9b8dcaf04e71c1d6cada0659765?cid=9950ac751e34487dbbe027c4fd7f8e99,False,84,USAT20505520,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,dancehall,pop,pop rap",0.951,0.6,0.0,-4.675,0.0,0.0685,0.106,0.0,0.0712,0.822,125.04,4.0,,Atlantic Records,"C © 2005 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States., P ℗ 2005 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.",2005
69,spotify:track:7z73ehYAn9O1XP9XlCqVtd,Who Dat Girl (feat. Akon),"spotify:artist:0jnsk9HBra6NMjO2oANoPY, spotify:artist:0z4gvV4rjIZ9wHck67ucSV","Flo Rida, Akon",spotify:album:1TwNATuAqnNjTd5BSvFZlS,Only One Flo (Part 1),spotify:artist:0jnsk9HBra6NMjO2oANoPY,Flo Rida,2010-11-24,https://i.scdn.co/image/ab67616d0000b273c0ddb38854cde41708d606a1,1,4,200880,https://p.scdn.co/mp3-preview/8f1a531b320c5ee9c008a6245b68f77ab6dfbfc2?cid=9950ac751e34487dbbe027c4fd7f8e99,False,60,USAT21002400,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,miami hip hop,pop,pop rap,dance pop",0.719,0.616,1.0,-3.951,1.0,0.0395,0.00683,3.11e-05,0.0742,0.625,124.963,4.0,,Poe Boy/Atlantic,"C © 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States, P ℗ 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States",2010
70,spotify:track:33XpXmKmVTopPKnxTgbVOD,True Colours,spotify:artist:6uATIQFyydDXPc2RlLzcUE,Kasey Chambers,spotify:album:5edluM30Us1pl4LA8umamH,Storybook,spotify:artist:6uATIQFyydDXPc2RlLzcUE,Kasey Chambers,2011-09-23,https://i.scdn.co/image/ab67616d0000b273e741bd11a11f2b62647a27d5,1,10,225960,,False,0,AUEM00200340,spotify:user:bradnumber1,2022-03-24T08:37:05Z,"australian americana,australian country,australian rock",0.704,0.247,0.0,-8.736,1.0,0.0297,0.64,1.72e-06,0.085,0.236,86.952,4.0,,Bloodlines,"C 2011 Bloodlines, P 2011 Bloodlines",2011
72,spotify:track:043bfUkTydw0xJ5JjOT91w,Don't You Worry Child,"spotify:artist:1h6Cn3P4NGzXbaXidqURXs, spotify:artist:2auikkNYqigWStoHWK1Grq","Swedish House Mafia, John Martin",spotify:album:4ljisoNarj0BpQSMIEv88L,Until Now,spotify:artist:1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,2012-01-01,https://i.scdn.co/image/ab67616d0000b273781f6dd5abe91929df0314e3,1,7,403493,https://p.scdn.co/mp3-preview/abae7ffcd8c653c8500f5698a5b94b715a455fb6?cid=9950ac751e34487dbbe027c4fd7f8e99,False,65,GBAAA1200643,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"edm,pop dance,progressive electro house,pop edm",0.632,0.88,2.0,-4.051,1.0,0.0463,0.0144,0.0021,0.118,0.338,129.007,4.0,,Virgin Records,"C © 2012 EMI Records Ltd, P ℗ 2012 EMI Records Ltd",2012
74,spotify:track:2EcsgXlxz99UMDSPg5T8RF,Beneath Your Beautiful (feat. Emeli Sandé),"spotify:artist:2feDdbD5araYcm6JhFHHw7, spotify:artist:7sfgqEdoeBTjd8lQsPT3Cy","Labrinth, Emeli Sandé",spotify:album:6PBBbXmYV7dKnaik0fjkOI,Electronic Earth (Expanded Edition),spotify:artist:2feDdbD5araYcm6JhFHHw7,Labrinth,2012-04-02,https://i.scdn.co/image/ab67616d0000b273d9370e27abe3de676c56873a,1,7,271813,https://p.scdn.co/mp3-preview/f34a73c3e81e50bcf7e2d1923b8a9407ab07538e?cid=9950ac751e34487dbbe027c4fd7f8e99,False,72,GBHMU1200008,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"indie poptimism,pop,r&b,talent show",0.561,0.522,2.0,-5.857,1.0,0.0318,0.227,0.0,0.104,0.238,83.962,4.0,,Syco Music UK,P (P) 2012 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,2012
76,spotify:track:5id3Rqn7SPj1LX4FfY4nGz,Together,spotify:artist:5WUlDfRSoLAfcVSX1WnrxN,Sia,spotify:album:4TM7wmWEakp4xk1ZffVkL8,Together,spotify:artist:5WUlDfRSoLAfcVSX1WnrxN,Sia,2020-05-20,https://i.scdn.co/image/ab67616d0000b273e279a8ea467c75ed400f812f,1,1,205207,https://p.scdn.co/mp3-preview/760983d5786a1b41f4b4c937c4e80e77bc58416b?cid=9950ac751e34487dbbe027c4fd7f8e99,False,64,USAT22001187,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"australian dance,australian pop,pop",0.521,0.877,7.0,-5.444,1.0,0.0683,0.0132,0.0806,0.0929,0.199,180.007,4.0,,Monkey Puzzle/Atlantic,"C © 2020 Monkey Puzzle Music, Inc., under exclusive license to Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States., P ℗ 2020 Monkey Puzzle Music, Inc., under exclusive license to Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States.",2020
77,spotify:track:0R7YVi7w41Dr9jU5vblAok,Sweat - Remix,"spotify:artist:7hJcb9fa4alzcOq3EaNPoG, spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai, spotify:artist:39unIFnj3C60Q4FtYdS7fW, spotify:artist:6mr36E8GEO5zhtL71GCrZ5","Snoop Dogg, David Guetta, Giorgio Tuinfort, Frederic Riesterer",spotify:album:7i3ZUKLj6bszovw4IfRECy,Sweat (Snoop Dogg Vs. David Guetta) [Remix],"spotify:artist:7hJcb9fa4alzcOq3EaNPoG, spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai","Snoop Dogg, David Guetta",2011-01-01,https://i.scdn.co/image/ab67616d0000b2739fa2954cdefd83d439a1e7ac,1,1,195986,https://p.scdn.co/mp3-preview/58b317d9747108381887d51e6f80034836bf4efc?cid=9950ac751e34487dbbe027c4fd7f8e99,False,73,USCA21100463,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"g funk,gangster rap,hip hop,pop rap,rap,west coast rap,big room,dance pop,edm,pop,pop dance",0.813,0.732,7.0,-5.636,1.0,0.03,0.0597,0.00137,0.0826,0.731,130.02,4.0,,Capitol Records,"C © 2011 Capitol Records, LLC, P ℗ 2011 Capitol Records, LLC",2011
78,spotify:track:0CsM8VGDi38kusMv3pxyj1,True - Single Edit,spotify:artist:2urZrEdsq72kx0UzfYN8Yv,Spandau Ballet,spotify:album:2ZcceaFPxi5CuqoBUfedKn,True - The Digital E.P.,spotify:artist:2urZrEdsq72kx0UzfYN8Yv,Spandau Ballet,2008-04-25,https://i.scdn.co/image/ab67616d0000b273b82e04673372a3e30bc0c111,1,1,329146,https://p.scdn.co/mp3-preview/b42f91b402e4ca4141a48177712aac6b2f7838c5?cid=9950ac751e34487dbbe027c4fd7f8e99,False,73,GBAYK8300004,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"new romantic,new wave,new wave pop,sophisti-pop,synthpop",0.742,0.533,0.0,-9.098,1.0,0.0288,0.459,0.148,0.064,0.391,97.395,4.0,,Parlophone UK,"C © 2008 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 2008 Parlophone Records Ltd, a Warner Music Group Company",2008
79,spotify:track:5TvFfDlVoUWZvfqrhTJzD7,One,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,spotify:album:1xn54DMo2qIqBuMqHtUsFd,x (Deluxe Edition),spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,2014-06-21,https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd,1,1,252760,https://p.scdn.co/mp3-preview/9a27ec964aaa90ead0b17b558161230ba82e16d2?cid=9950ac751e34487dbbe027c4fd7f8e99,False,64,GBAHS1400092,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"pop,singer-songwriter pop,uk pop",0.464,0.321,2.0,-11.12,1.0,0.0418,0.877,0.0,0.0789,0.306,93.528,4.0,,Atlantic Records UK,"C © 2014 Asylum Records UK, a Warner Music UK Company, P ℗ 2014 Asylum Records UK, a Warner Music UK Company, except track 16 2013 Warner Bros. Entertainment Inc. and Metro-Goldwyn-Mayer Pictures Inc.",2014
