,name,album,artist,id,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,track_genre_split,mood_Calm,mood_Energetic,mood_Happy,mood_Sad
96,Saving All My Love For You,Dami Im,Dami Im,spotify:track:0p1cpgsmrHcYJ4kOvOSPsw,36,184840,0.334,0.155,0.557,1.66e-06,0.106,0.362,-5.961,0.0496,197.622,6.0,3.0,"['australian pop', 'australian talent show', 'talent show']",0.0474126,0.01897854,0.6073961,0.32621273
98,Wonderful,R.U.L.E.,"Ja Rule, R. Kelly, Ashanti",spotify:track:5MTqczrMNkxZbFghiopgHL,0,270506,0.663,0.277,0.777,0.0,0.0466,0.758,-4.954,0.109,92.681,11.0,4.0,"['dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'queens hip hop', 'rap', 'urban contemporary', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",0.029169688,0.7157174,0.2517599,0.003352971
100,Problem,My Everything (Deluxe),"Ariana Grande, Iggy Azalea",spotify:track:7vS3Y0IKjde7Xg85LWIEdP,79,193920,0.66,0.0192,0.805,8.83e-06,0.159,0.625,-5.352,0.153,103.008,1.0,4.0,"['pop', 'australian hip hop', 'dance pop', 'pop']",0.005279658,0.7040138,0.2903109,0.00039562822
101,Scars,Getting Away With Murder,Papa Roach,spotify:track:1UREw2MCfU0xwBzCAjxlUD,71,208186,0.384,0.0948,0.921,0.0,0.168,0.471,-3.334,0.055,89.922,11.0,4.0,"['alternative metal', 'nu metal', 'rap metal', 'rap rock', 'rock']",0.044540178,0.1643271,0.40143958,0.38969317
102,One Track Mind,Collector's Gold Series,Bobby Lewis,spotify:track:0ildbAb2xouV6u4fsix9r3,3,128533,0.571,0.0222,0.636,0.0,0.0748,0.96,-6.877,0.0305,145.241,10.0,3.0,"['doo-wop', 'rhythm and blues']",0.111366555,0.0009883456,0.7281758,0.15946941
103,"Because I Got High - From ""Jay And Silent Bob Strike Back"" Soundtrack","No Seeds, No Stems, Just Hits",Afroman,spotify:track:2UaJdr9yD2S0bi9cDhIiEP,0,199013,0.799,0.164,0.314,0.0,0.158,0.842,-9.627,0.512,166.064,7.0,4.0,['comedy rap'],2.09714e-06,0.9550978,0.04490013,2.8619962e-09
104,The Reaper,World War Joy,"The Chainsmokers, Amy Shark",spotify:track:0g8Dq6OpSmWengqtLrVr77,57,182933,0.633,0.135,0.564,0.0,0.201,0.648,-7.789,0.0701,164.008,8.0,4.0,"['electropop', 'pop', 'australian pop']",0.048688978,0.04312195,0.88422835,0.023960806
105,Follow The Sun,Follow The Sun,Evermore,spotify:track:0kAqXgYBiJp5euIc4H1Aa4,0,253536,0.507,0.0351,0.833,0.0,0.259,0.649,-4.658,0.035,95.978,1.0,4.0,"['australian alternative rock', 'australian rock', 'kiwi rock']",0.109167986,0.18020174,0.109925024,0.60070527
106,All I Want,As Day Follows Night,Sarah Blasko,spotify:track:0FcWutmFaffgmSchemHj4h,40,233960,0.604,0.0943,0.622,0.00577,0.204,0.424,-7.782,0.0469,126.238,7.0,4.0,"['australian alternative rock', 'australian indie', 'australian singer-songwriter']",0.121710345,0.24938825,0.55552137,0.07337999
107,How Would You Feel (Paean),÷ (Deluxe),Ed Sheeran,spotify:track:6PJ8FF6UR8FZXfEvpHkIVN,67,280533,0.617,0.424,0.439,0.0,0.127,0.242,-5.63,0.0269,139.979,9.0,4.0,"['pop', 'singer-songwriter pop', 'uk pop']",0.18693812,0.016012788,0.062290963,0.73475814
111,I Forgot That You Existed,Lover,Taylor Swift,spotify:track:43rA71bccXFGD4C8GOpIlN,79,170640,0.664,0.298,0.316,2.03e-06,0.0812,0.541,-10.345,0.519,92.875,5.0,4.0,['pop'],3.0304987e-05,0.9641575,0.035812035,1.0077264e-07
112,Versace on the Floor (Bruno Mars vs. David Guetta),Versace On The Floor (Bruno Mars vs. David Guetta),"Bruno Mars, David Guetta",spotify:track:5UJshy5HDHdNEVqlJwzsQB,64,228300,0.747,0.108,0.701,0.0,0.0712,0.589,-4.902,0.0429,100.012,2.0,4.0,"['dance pop', 'pop', 'big room', 'dance pop', 'edm', 'pop', 'pop dance']",0.044924922,0.6491937,0.2994233,0.006458067
113,Firestone,Cloud Nine,"Kygo, Conrad Sewell",spotify:track:1I8tHoNBFTuoJAlh4hfVVE,81,271640,0.704,0.393,0.634,3.17e-05,0.0952,0.411,-7.374,0.0428,113.927,11.0,4.0,"['edm', 'pop', 'pop dance', 'tropical house', 'australian pop']",0.29595307,0.064368874,0.5497781,0.089899935
114,Til Death - Denzal Park Radio Edit,With The Music I Die,Wynter Gordon,spotify:track:0EiV5cF6FoOiwLHWbVMrqd,30,180240,0.696,0.0374,0.699,0.00108,0.0485,0.967,-3.76,0.0468,127.988,4.0,4.0,[],0.06219789,0.48164442,0.4476122,0.008545529
115,The Time Warp,Absolute Treasures: The Rocky Horror Picture Show - The Complete and Definitive Soundtrack (2015 40th Anniversary Re-Mastered Edition),"Richard O'Brien, Patricia Quinn, Nell Campbell",spotify:track:5Y8sslyf4YIBYxYUYmY52K,45,198049,0.368,0.093,0.858,0.00267,0.0986,0.542,-4.986,0.246,175.7,1.0,4.0,[],0.008791767,0.71736026,0.27283835,0.001009707
116,AFTERGLOW,Garage Mahal,Taxiride,spotify:track:0zmvQOn3dP2LLOENxz9XC3,20,247893,0.35,0.00121,0.775,6.85e-05,0.198,0.467,-6.3,0.0417,148.982,7.0,4.0,"['australian pop', 'australian rock']",0.0950582,0.17073882,0.23228727,0.5019158
118,Makes Me Wonder,It Won't Be Soon Before Long (International Version),Maroon 5,spotify:track:1CetnEx843dN0s9fT0CMhc,0,211080,0.803,0.00485,0.851,0.000358,0.0577,0.881,-2.429,0.0357,113.996,7.0,4.0,['pop'],0.010463823,0.77501553,0.21396701,0.00055357994
119,Thunder,Evolve,Imagine Dragons,spotify:track:26gceVsA1ybT8qsX3aYLEn,0,187146,0.605,0.00702,0.813,0.114,0.145,0.238,-4.785,0.0448,167.997,0.0,4.0,"['modern rock', 'pop', 'rock']",0.13606592,0.38598824,0.36289698,0.11504893
120,Same Old Love,Revival (Deluxe),Selena Gomez,spotify:track:6ZANrVuAMp2rpjhfbOuJly,73,229080,0.672,0.0223,0.593,0.0,0.214,0.438,-4.01,0.0304,98.02,11.0,4.0,"['pop', 'post-teen pop']",0.010765091,0.23183273,0.7263755,0.031026633
121,Free Loop,Daniel Powter,Daniel Powter,spotify:track:2rtSjGAgCkHL5mKboZMVgD,59,232893,0.6,0.503,0.657,0.00013,0.0816,0.678,-10.693,0.0336,75.331,0.0,4.0,"['canadian pop', 'neo mellow', 'pop rock']",0.47684398,0.0028181458,0.12774368,0.39259416
123,Levels,Nick Jonas X2,Nick Jonas,spotify:track:5ULebABr6yD27jgCaBm1Lp,0,167693,0.429,0.0497,0.671,0.0,0.265,0.684,-4.689,0.446,198.709,5.0,4.0,"['dance pop', 'pop']",7.5465105e-06,0.8007424,0.19924985,2.046598e-07
124,When You Believe - from The Prince of Egypt,The Ultimate Collection,"Whitney Houston, Mariah Carey",spotify:track:6nNvZwiPx3AOf8MyAke9b4,31,272453,0.43,0.528,0.428,0.0,0.12,0.155,-8.228,0.031,125.218,1.0,4.0,"['dance pop', 'dance pop', 'pop', 'urban contemporary']",0.26632473,0.013371152,0.005327409,0.7149767
125,Stole,Simply Deep,Kelly Rowland,spotify:track:4CTX9iU2a0Q9vM2T4YMUQL,52,249293,0.649,0.00676,0.718,4.26e-06,0.174,0.477,-4.984,0.0594,79.993,7.0,4.0,"['atl hip hop', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",0.021134362,0.5455425,0.42501438,0.00830886
127,Burn Your Name,Golden Rule,Powderfinger,spotify:track:6xPjMFdFPl5HYDyXWV8iFa,53,230706,0.423,0.000675,0.92,5.99e-06,0.187,0.26,-2.908,0.039,126.51,0.0,4.0,"['australian alternative rock', 'australian rock']",0.071364805,0.49979582,0.061805334,0.36703405
128,Welcome To My World,Welcome To My World,Mýa,spotify:track:1N4SvoVXzF4NAHZMiob3jA,6,254783,0.374,0.104,0.772,0.0,0.111,0.637,-5.702,0.271,159.149,3.0,4.0,"['contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",0.012818192,0.8101792,0.17606267,0.0009398739
129,fOoL fOr YoU,Mind Of Mine (Deluxe Edition),ZAYN,spotify:track:6lvsJDZ7336YmpBzcNGhbe,71,202213,0.52,0.281,0.513,0.0,0.0976,0.17,-7.208,0.0256,77.903,7.0,4.0,"['pop', 'uk pop']",0.39246696,0.0030517874,0.08685281,0.5176284
131,You Found Me,You Found Me,The Fray,spotify:track:2zjDv3FWXNdGEmXmIYf1yV,0,243506,0.366,0.018,0.791,0.0,0.153,0.398,-5.463,0.0423,76.057,8.0,4.0,"['neo mellow', 'piano rock', 'pop', 'pop rock']",0.120119564,0.04758464,0.068003684,0.76429206
132,I Wanna Be the Only One (feat. Bebe Winans),Essential Eternal,"Eternal, Bebe Winans",spotify:track:5CNtRWCtAfWivjpjr8QdR2,44,216693,0.627,0.468,0.768,0.0,0.126,0.802,-7.775,0.0625,100.071,6.0,4.0,"['europop', 'girl group', 'new wave pop', 'gospel']",0.26051423,0.07837345,0.5880323,0.07307997
133,New Rules,Dua Lipa (Deluxe),Dua Lipa,spotify:track:2ekn2ttSfGqwhhate0LSR0,84,209320,0.762,0.00261,0.7,1.56e-05,0.153,0.608,-6.021,0.0694,116.073,9.0,4.0,"['dance pop', 'pop', 'uk pop']",0.0063795643,0.6240352,0.3685739,0.0010114466
135,Boys & Girls,Smash,"Martin Solveig, Dragonette",spotify:track:6aPcXmueH5e3qtbrwr1ezZ,12,225489,0.789,0.00555,0.625,9.68e-06,0.069,0.902,-2.88,0.041,131.005,0.0,4.0,"['disco house', 'edm', 'electro house', 'filter house', 'house', 'pop dance', 'vocal house', 'canadian electropop', 'canadian pop', 'dance rock', 'electropop', 'metropopolis', 'neo-synthpop']",0.024754396,0.62628865,0.34641165,0.0025453086
136,Flowers,Flowers,Miley Cyrus,spotify:track:0yLdNVWF3Srea0uzk55zFn,96,200454,0.707,0.0632,0.681,5.15e-06,0.0322,0.646,-4.325,0.0668,117.999,0.0,4.0,['pop'],0.03349739,0.6229927,0.33877882,0.004731158
137,Take Me,Atlas,RÜFÜS DU SOL,spotify:track:0t5gvCYBnURaGA4YWzEgQ5,26,242000,0.719,0.167,0.78,0.044,0.104,0.461,-7.345,0.0465,124.04,0.0,4.0,"['australian electropop', 'indietronica']",0.13509637,0.36618406,0.3861904,0.112529136
139,THATS WHAT I WANT,MONTERO,Lil Nas X,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,85,143901,0.737,0.00614,0.846,0.0,0.0486,0.546,-4.51,0.22,87.981,1.0,4.0,['lgbtq+ hip hop'],0.00042888726,0.8663501,0.13321434,6.466413e-06
141,Midnight Memories,Midnight Memories (Deluxe),One Direction,spotify:track:5wjmqUGN7vrAqFqDWrywlZ,71,176320,0.432,0.00725,0.868,0.0,0.233,0.567,-2.01,0.0882,156.128,6.0,4.0,"['boy band', 'pop', 'post-teen pop', 'talent show']",0.0046282215,0.56940806,0.41860065,0.0073630395
142,Mama,I'm So Lonesome I Could Cry,B.J. Thomas,spotify:track:7jpbe27ryBnqLSIoGZ2CZC,0,169466,0.524,0.568,0.417,0.0389,0.15,0.549,-11.739,0.0276,95.116,2.0,3.0,"['adult standards', 'bubblegum pop', 'classic country pop', 'folk rock', 'mellow gold', 'soft rock']",0.50719523,0.0058922316,0.11829286,0.36861965
143,HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,Travis Scott,spotify:track:3eekarcy7kvN4yt5ZFzltW,86,175720,0.598,0.0546,0.427,5.83e-06,0.21,0.0605,-8.764,0.0317,76.469,7.0,4.0,"['hip hop', 'rap', 'slap house']",0.17501947,0.008816097,0.3520281,0.4641364
144,TiK ToK,Animal,Kesha,spotify:track:5OMwQFBcte0aWFJFqrr5oj,0,199693,0.755,0.0746,0.832,1.27e-06,0.291,0.735,-2.741,0.116,120.032,2.0,4.0,"['dance pop', 'pop']",0.0010117523,0.7241741,0.2746898,0.00012427788
145,Some Type of Love,Some Type of Love,Charlie Puth,spotify:track:2nI6aT3cnPFoXQ1L705wcY,48,185608,0.706,0.353,0.589,0.0,0.105,0.399,-6.051,0.08,90.491,2.0,4.0,"['pop', 'viral pop']",0.0587299,0.48151174,0.44291168,0.016846584
146,Stay with Me,Take Cover,Jasmine Thompson,spotify:track:753mHSQFnp1jpiYuqU3byN,29,195669,0.404,0.891,0.185,0.0,0.103,0.147,-11.889,0.0512,75.342,0.0,3.0,['viral pop'],0.47538123,7.673924e-06,0.037060868,0.4875502
147,Already Gone,Fingerprints & Footprints - The Ultimate Collection,Powderfinger,spotify:track:6wGFeQNzc0OnEFE4HqOzeH,21,208680,0.329,0.03,0.356,2.68e-06,0.135,0.531,-6.938,0.0309,161.436,4.0,4.0,"['australian alternative rock', 'australian rock']",0.3022787,0.006859246,0.33640426,0.35445774
148,Flashing Lights,Flashing Lights,Havana Brown,spotify:track:2Ap8HfVsL7gDHFBvhQAYAb,12,260806,0.706,0.0105,0.92,3.85e-06,0.171,0.786,-5.047,0.0451,119.972,9.0,4.0,"['australian dance', 'australian pop']",0.019546356,0.56159574,0.4139739,0.0048839184
149,Caught in the Middle,Make It Good,A1,spotify:track:4UE8T2GKceEaNhn5ORTkyo,54,206466,0.519,0.0524,0.874,0.0,0.243,0.572,-5.122,0.034,96.072,5.0,4.0,['boy band'],0.12483574,0.20925027,0.27654698,0.38936707
151,Ready for the Weekend,Ready For The Weekend,Calvin Harris,spotify:track:7sSqDlt9r1chzQEv6FPWKt,54,217133,0.818,0.126,0.713,3.2e-05,0.0382,0.937,-4.813,0.0375,137.969,9.0,4.0,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.09128318,0.1819877,0.72207844,0.004650625
152,How Do I Say Goodbye,How Do I Say Goodbye,Dean Lewis,spotify:track:5hnGrTBaEsdukpDF6aZg8a,81,163603,0.4,0.214,0.641,0.0,0.0656,0.393,-6.303,0.0674,81.552,8.0,4.0,"['australian pop', 'pop']",0.14479822,0.014696958,0.34688497,0.49361992
153,Yeah!,Yeah!,"Usher, Lil Jon, Ludacris",spotify:track:2PkeVPcL32LA96cK5ySC3c,0,250066,0.895,0.0219,0.795,0.0,0.0403,0.574,-4.693,0.0977,105.004,2.0,4.0,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary', 'atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'old school atlanta hip hop', 'pop rap', 'southern hip hop', 'trap', 'atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.0015986685,0.8503406,0.14803067,3.008241e-05
154,Speed of Sound,X&Y,Coldplay,spotify:track:7clUVcSOtkNWa58Gw5RfD4,76,287906,0.514,0.00488,0.898,0.0345,0.0746,0.353,-6.765,0.0577,123.067,11.0,4.0,"['permanent wave', 'pop']",0.18545471,0.45464686,0.25776094,0.10213739
156,If You're Too Shy (Let Me Know) [Edit],If You're Too Shy (Let Me Know) [Edit],The 1975,spotify:track:51yf8ZP47RywP4fZXHfnM9,0,239876,0.653,0.00398,0.806,0.00455,0.0927,0.386,-4.842,0.0311,125.641,2.0,4.0,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie', 'rock']",0.07100685,0.7166644,0.19217165,0.020157184
157,2 Hearts,X,Kylie Minogue,spotify:track:6WzLKctOOeLdAFn1FjZ7f6,30,171266,0.667,9.31e-05,0.621,4.33e-05,0.0572,0.492,-5.229,0.035,111.996,7.0,4.0,"['australian dance', 'australian pop', 'dance pop', 'eurodance', 'new wave pop']",0.05832102,0.51894367,0.4113929,0.011342462
158,My Eyes Adored You,The Very Best of Frankie Valli & The 4 Seasons,Frankie Valli,spotify:track:2cqVnbTiYgdun186IbDRwm,46,212626,0.446,0.272,0.489,0.0,0.16,0.396,-10.26,0.033,137.829,11.0,4.0,"['adult standards', 'bubblegum pop', 'lounge', 'rock-and-roll']",0.3184099,0.0015670743,0.32540682,0.3546161
161,Talk Like That,Apocalypso,The Presets,spotify:track:1zSsGyYIwmuNyocvrHdt9r,0,221066,0.573,0.0013,0.941,4.06e-05,0.18,0.864,-3.46,0.0315,135.017,6.0,4.0,"['alternative dance', 'australian dance', 'australian indie']",0.073331706,0.4770303,0.41242427,0.037213683
164,#thatPOWER,#willpower (Deluxe),"will.i.am, Justin Bieber",spotify:track:01TuObJVd7owWchVRuQbQw,69,279506,0.797,0.00112,0.608,7.66e-05,0.0748,0.402,-6.096,0.0584,127.999,6.0,4.0,"['dance pop', 'pop', 'canadian pop', 'pop']",0.013102326,0.82889324,0.15709735,0.0009071077
166,The Old Lamplighter,The Complete Pop & Country Hits,The Browns,spotify:track:0gssZyDIxrn2CsokEML0xq,40,141120,0.604,0.977,0.105,0.0,0.0993,0.553,-16.78,0.0357,92.238,2.0,4.0,"['nashville sound', 'vocal harmony group']",0.52687794,8.869701e-07,0.0719224,0.40119874
167,Black Box,Introducing,Stan Walker,spotify:track:3dovg4Mfj5EksLrMPrIzSj,45,209253,0.689,0.00288,0.811,0.0,0.207,0.47,-4.708,0.0264,123.008,7.0,4.0,"['australian talent show', 'nz christian', 'nz pop']",0.01418882,0.6549313,0.3213521,0.009527781
168,Let Me Down Slowly,Narrated For You,Alec Benjamin,spotify:track:2qxmye6gAegTMjLKEBoR3d,90,169353,0.652,0.74,0.557,0.0,0.124,0.483,-5.714,0.0318,150.073,1.0,4.0,"['alt z', 'pop', 'pov: indie']",0.45990703,0.026485035,0.20946695,0.30414107
169,Someday (feat. Meghan Trainor),Nobody but Me (Deluxe),"Michael Bublé, Meghan Trainor",spotify:track:7t3q4ghl6rphMXn0oOJhUr,62,203453,0.671,0.18,0.539,0.0,0.0748,0.934,-6.08,0.0392,94.98,7.0,4.0,"['adult standards', 'canadian pop', 'jazz pop', 'lounge', 'hip pop', 'pop']",0.33082598,0.010594233,0.6306291,0.02795067
170,Send in the Clowns,The Very Best Of Judy Collins,Judy Collins,spotify:track:7iL8UcftjwLe6eosb3pgUH,33,244426,0.223,0.967,0.0497,0.000258,0.222,0.1,-16.37,0.0351,86.659,3.0,1.0,"['american folk revival', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter']",0.4539635,1.5957344e-09,0.00855095,0.5374856
171,In Love By Now,In Love By Now,Jamie Foxx,spotify:track:1wKNJ357jNrlMYXOz2eC6g,27,185626,0.645,0.81,0.379,1.76e-06,0.124,0.278,-8.877,0.0295,130.836,10.0,4.0,"['contemporary r&b', 'hip pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",0.6655024,0.00021722938,0.15337266,0.18090767
172,Incredible,Timomatic,Timomatic,spotify:track:6pDI3J5Cyt5cCauyWYYuS6,30,236386,0.666,0.00164,0.919,0.00042,0.106,0.528,-3.031,0.0293,115.051,4.0,4.0,"['australian pop', 'australian talent show']",0.0217861,0.81853205,0.15085627,0.008825433
173,Our Song - Luca Schreiner Remix,Our Song (Luca Schreiner Remix),"Anne-Marie, Niall Horan, Luca Schreiner",spotify:track:0539s6zxmpDLiwI9sIHdbU,44,164960,0.43,0.1,0.685,0.0,0.119,0.308,-5.907,0.0853,84.838,11.0,4.0,"['pop', 'pop', 'german dance']",0.03601079,0.09931687,0.70032924,0.16434318
174,Geronimo,A's B's & EP's,The Shadows,spotify:track:1eaMxcG8yP0CdIAU0ZFBn6,6,139506,0.5,0.689,0.593,0.0368,0.06,0.475,-10.111,0.0307,138.245,9.0,4.0,"['british invasion', 'rock-and-roll']",0.38241392,0.17024547,0.19249547,0.25484517
175,Just the Way You Are,Doo-Wops & Hooligans,Bruno Mars,spotify:track:47Slg6LuqLaX0VodpSCvPt,83,220734,0.635,0.0134,0.841,0.0,0.0622,0.424,-5.379,0.0422,109.021,5.0,4.0,"['dance pop', 'pop']",0.060202233,0.7129053,0.21612756,0.010764923
176,Feel So Close - Radio Edit,18 Months,Calvin Harris,spotify:track:1gihuPhrLraKYrJMAEONyc,85,206413,0.707,0.000972,0.924,0.00703,0.204,0.919,-2.842,0.031,127.937,7.0,4.0,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.017865026,0.566096,0.41274115,0.0032977883
177,It Ain't Necessarily So - 2015 Remaster,Frenzy! The 50th Anniversary Collection,Normie Rowe & The Playboys,spotify:track:7KtgJpP3d6UIrTWKc1rnLC,8,199720,0.52,0.21,0.448,0.0,0.0719,0.663,-5.998,0.0316,113.472,2.0,4.0,['australian rock'],0.36591518,0.032116856,0.26759925,0.3343687
178,I'll Be There For You,Bon Jovi Greatest Hits - The Ultimate Collection (Int'l Deluxe Package),Bon Jovi,spotify:track:45wUMTmDCuH8VOqG7rDmrH,0,346386,0.429,0.0693,0.793,0.0,0.108,0.24,-3.932,0.0353,72.985,2.0,4.0,"['glam metal', 'rock']",0.15365416,0.029692013,0.0009136887,0.81574005
179,Something's Got A Hold On Me,Something's Got A Hold On Me,Jessica Mauboy,spotify:track:6GedILEPvGzD4j6Dms8LCl,22,206746,0.594,0.064,0.878,5.18e-05,0.184,0.774,-3.021,0.0399,127.945,8.0,4.0,"['australian indigenous', 'australian pop', 'australian talent show']",0.02731534,0.5387952,0.41524476,0.018644616
181,Caught In The Crowd,Curiouser,Kate Miller-Heidke,spotify:track:0p0FOf4FocnvE8hVJMFBvw,45,213133,0.611,0.431,0.638,0.0,0.104,0.424,-5.086,0.0409,169.92,9.0,4.0,"['australian pop', 'australian singer-songwriter', 'lilith', 'piano rock']",0.1991152,0.061432045,0.6185169,0.12093577
182,Girl On Fire (feat. Nicki Minaj) - Inferno Version,Girl On Fire,"Alicia Keys, Nicki Minaj",spotify:track:3XyMPyuWwHcGMvXeJY6Qt0,58,270720,0.591,0.0869,0.808,0.00396,0.147,0.337,-5.943,0.288,92.864,9.0,4.0,"['neo soul', 'pop', 'r&b', 'hip pop', 'pop', 'queens hip hop', 'rap']",0.00026435536,0.955509,0.04422362,2.949671e-06
183,Home,The World From The Side Of The Moon (Deluxe),Phillip Phillips,spotify:track:4rsW3WCZBGwhHfJWuHRwyT,5,210173,0.606,0.0256,0.826,1.56e-05,0.117,0.322,-6.04,0.0307,121.04,0.0,4.0,"['folk-pop', 'neo mellow', 'pop rock']",0.13042612,0.6129874,0.18712443,0.06946209
185,Tired of Toein' the Line,Tired of Toein' the Line,Rocky Burnette,spotify:track:5Huuwj6mEuAtyrH5bg6mqM,0,193560,0.647,0.0364,0.694,0.0,0.0776,0.694,-7.365,0.0284,121.975,7.0,4.0,[],0.31074435,0.06365139,0.57721144,0.048392758
186,I’ll Make Love To You,Twenty,Boyz II Men,spotify:track:2pM15qcmuGUPslSRsvvm7v,0,237306,0.463,0.189,0.621,0.0,0.086,0.218,-5.111,0.0291,140.647,2.0,3.0,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",0.3894118,0.048659477,0.083927214,0.47800142
187,Walk,Wasting Light,Foo Fighters,spotify:track:76Je5Wklky23mVoxiRszcN,73,255960,0.234,3.62e-05,0.865,0.000532,0.289,0.194,-5.131,0.0516,137.107,9.0,4.0,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",0.018785357,0.13187934,0.09471056,0.7546247
188,Dirty Talk,With The Music I Die,Wynter Gordon,spotify:track:0ELgmt7slRKsOFfkb2lSoe,26,197586,0.679,0.0305,0.808,0.00125,0.105,0.88,-5.137,0.0333,130.018,11.0,4.0,[],0.14041635,0.14542772,0.7022517,0.011904165
190,Never Gonna Not Dance Again,Never Gonna Not Dance Again,P!nk,spotify:track:6sZo5nJIsFWXefRCCexpx0,76,225789,0.668,0.0273,0.802,0.0,0.163,0.769,-4.005,0.0917,113.796,5.0,4.0,"['dance pop', 'pop']",0.008004753,0.6858242,0.3043737,0.001797215
195,Believer,Evolve,Imagine Dragons,spotify:track:0CcQNd8CINkwQfe1RDtGV6,14,204346,0.779,0.0524,0.787,0.0,0.14,0.708,-4.305,0.108,124.982,10.0,4.0,"['modern rock', 'pop', 'rock']",0.00084835466,0.77544904,0.22362043,8.216825e-05
196,Walls,White Heat: 30 Hits,Flowers,spotify:track:5kM3UFOQH6W4KVbv4U8Ozs,0,262173,0.632,0.000219,0.631,3.05e-05,0.162,0.312,-8.059,0.0592,79.021,5.0,4.0,['australian rock'],0.21161723,0.28450546,0.40615776,0.09771953
197,Macarena - Bayside Boys Remix,Alegria Y Cosabuena,Los Del Rio,spotify:track:2df5QsXucx4VLiHNGusXD5,60,253106,0.737,0.237,0.93,1.57e-06,0.0911,0.965,-6.083,0.0534,103.191,1.0,4.0,['tropical'],0.094053514,0.4299286,0.4583829,0.01763497
198,Jean,Lost Hits Of The 60's (All Original Artists & Versions),Oliver,spotify:track:5v4sUZA2Oyni7EtBL586V7,26,200066,0.323,0.841,0.127,0.00413,0.117,0.394,-15.66,0.0321,92.637,3.0,3.0,[],0.5214123,7.240553e-06,0.017360842,0.4612196
200,Let Me Blow Ya Mind,Scorpion,"Eve, Gwen Stefani",spotify:track:3RmKpob8xzv1pzHEQrMJah,78,230133,0.908,0.242,0.557,0.0,0.0709,0.897,-4.243,0.107,90.032,8.0,4.0,"['contemporary r&b', 'dance pop', 'hip pop', 'philly rap', 'r&b', 'urban contemporary', 'dance pop', 'pop']",0.0051094103,0.67788374,0.3168165,0.00019029494
201,Flaws,All This Bad Blood,Bastille,spotify:track:76LfrEEYsjRIXOMhZVCijI,0,218800,0.555,0.42,0.644,0.0,0.0751,0.417,-6.97,0.0367,144.202,8.0,4.0,"['metropopolis', 'modern rock', 'pop']",0.5712856,0.022964578,0.1846911,0.22105867
202,Ghost,Ghost,Ella Henderson,spotify:track:2FiceoWDJ67rrmb5tGBpgE,58,216106,0.682,0.0464,0.836,3.13e-06,0.0797,0.486,-3.777,0.0424,104.984,9.0,4.0,"['dance pop', 'pop dance', 'talent show', 'uk pop']",0.016050285,0.77439404,0.2068215,0.002734146
203,Perfect,"No Pads, No Helmets...Just Balls",Simple Plan,spotify:track:2TeiKDPE3RdamZG0pp5okI,0,277026,0.494,0.0273,0.672,0.0,0.105,0.557,-4.877,0.0405,156.208,3.0,4.0,"['canadian pop punk', 'canadian punk', 'canadian rock', 'modern rock', 'neon pop punk', 'pop punk']",0.19867721,0.18288453,0.13769847,0.48073974
205,Cinnamon,19 Greatest Songs From The 60's,Derek,spotify:track:4pPlVFUPPiT2Sm7pPlW8Or,0,161946,0.604,0.0611,0.742,6.13e-06,0.259,0.923,-9.503,0.0459,163.861,9.0,4.0,[],0.06782829,0.004268156,0.9039742,0.023929402
206,Tiny Dancer,The Greatest Hits 1970-2002,Elton John,spotify:track:4k90MjpmLMpwElf5q8YvbO,0,375853,0.423,0.308,0.464,0.000161,0.117,0.255,-9.564,0.0273,144.954,0.0,4.0,"['glam rock', 'mellow gold', 'piano rock', 'rock']",0.21081331,0.0042063356,0.00056894816,0.7844113
207,Hello Friday (feat. Jason Derulo),Hello Friday (feat. Jason Derulo),"Flo Rida, Jason Derulo",spotify:track:2UIRHeHi72VP5WBMAfkPe5,49,201237,0.768,0.0188,0.881,3.65e-06,0.298,0.502,-4.392,0.113,99.98,9.0,4.0,"['dance pop', 'miami hip hop', 'pop', 'pop rap', 'dance pop', 'pop']",0.00033369884,0.7778038,0.22181311,4.944351e-05
